名称,级别,所在地区,详情链接,简介,大门票参考,景交费用参考,费用区间参考,开放时间,适宜季节,建议游玩时间,旅游景区级别,详细地址,官方网站,抓取状态,自然保护区等级,森林公园等级,国家风景名胜区,度假区级别,国家级水利风景区,地质公园级别,遗产项目编号,文物保护单位,官网,博物馆等级,地址,湿地级别,中文名,占地面积,主管部门,免票时间,企业官网,开盘时间,所在地址,外文名,成立时间,藏品数量
淮安市盱眙县第一山景区,4A,淮安市,https://www.maigoo.com/citiao/113096.html,江苏盱眙第一山国家森林公园位于江苏省淮安市盱眙县城区北部，得名于米芾所题“第一山”，是国家AAAA级旅游景区。第一山景色秀美以一山占河山之奇秀，有林、泉、亭、宇之玲珑，融儒、佛、道于一体。不光如此她还是一座历史文化名山，早在汉朝，孔子的后裔孔安国为临淮太守时，就在此创立了“崇圣书院”，历朝历代文人墨客都极为推崇，宋元以来，众多的文人墨客、翰林学士、官府政要都慕名而来，留下了大量的碑刻和碑碣其中不乏苏轼、陆游、杨万里、米芾等名家之作。,28元,,100元以下,08:00~17:30,,1~2小时,4A,江苏省 淮安市 盱眙县 淮河北路淮河文化会馆对面,,成功,,,,,,,,,,,,,,,,,,,,,,
内蒙古博物院,4A,呼和浩特,https://www.maigoo.com/citiao/57057.html,内蒙古博物院建筑面积15000余平方米，展厅面积7000平方米，由陈列展厅区、文物库房区、观众服务区、业务科研区及多功能厅等各部分组成，是集收藏、保护、研究、展示、教育和服务于一体的综合性博物馆。博物院以铸牢中华民族共同体意识为工作主线，打造北疆文化系列展览，设置了9个基本陈列，通过实物、图片等展览，展示了内蒙古远古时期到新中国成立的自然风貌和不同历史时期的概况，镇馆之宝包括鹰形顶金冠饰、辽·彩绘木棺及棺座和元·钧窑“小宋自造”香炉。,,,,9:00~17:30（周一闭馆）,,2小时,4A,,,成功,,,,,,,,,点击查看,国家一级（文物）,内蒙古 呼和浩特 新城区 新华东街27号,,,,,,,,,,,
余姚市天下玉苑风景区,4A,宁波市,https://www.maigoo.com/citiao/110840.html,天下玉苑景区，位于宁波市余姚市大隐镇山王北路，是国家AAAA级景区，也是以丰厚的历史人文积淀为底蕴，以玉文化和佛文化为特色，融山水灵气、玉雕精品和人文胜迹为一体的大型文化主题公园。景区占地2460亩，绿化面积75万平方米，建筑面积3万平方米，区内倚山环湖建有西隐禅寺、南天坛、凤凰台、秀湖、玉苑门楼五大景区，大小景点二十多个。景区自2019年11月11日起闭园，在闭园期间将对景区内的基础服务设施、安全设备、标识标牌等进行全方位改造提升，具体开放时间敬请关注“天下玉苑”官方微信公众号。,,,,,全年,2~3小时,4A,浙江省 宁波市 余姚市 大隐镇山王北路85号,,成功,,,,,,,,,,,,,,,,,,,,,,
龙胜龙脊梯田景区,4A,桂林市,https://www.maigoo.com/citiao/114790.html,龙脊梯田景区包括平安北壮梯田和金坑红瑶梯田两个景区，是一个以梯田稻作农耕文化为主体，集自然景观与少数民族人文景观相结合的风景名胜区。两处梯田既有大刀阔斧的砍削，又有丝丝入扣的精雕细啄；既显得气势磅礴，又含着清秀的艺术情调，由于山行各异，呈现两种互不雷同的诗域画境，村寨的吊脚木楼依山而建，远远望去整个村寨刚好座落在龙腰之上，四周的梯田似一圈圈的年轮环抱着村寨，令人神往。,80元,,100元以下,全天,全年,1-2天,4A,广西 桂林市 龙胜各族自治县 龙脊镇,点击查看,成功,,,,,,,,,,,,国家级,,,,,,,,,,
幕阜山国家森林公园,4A,岳阳市,https://www.maigoo.com/citiao/111903.html,幕阜山国家森林公园总面积1701公顷，主峰海拔1606米，素以山雄、崖险、石奇、林秀、水美著称，而山顶一峰尖的极端最高温仅28.5℃，素有“幕阜无夏季”之称。园内有悬空出世的峭壁、万壑争流的瀑布、妙趣横生的奇石、神奇的沸沙山泉、绚丽多姿的草原、壮丽的森林奇观、盛夏避暑胜地、云涛雾海、隆冬雪、神秘莫测的岩刻、气势恢宏的古代练兵场、远隔尘世的高山寺庙、大禹治水的足迹、气壮山河的古战场等景观，构成了钟灵毓秀的自然风光和别具一格的人文景观。,85元,索道往返146元/人次；摆渡车25元,200~300元,08:00~17:00,3月~9月,5小时,4A,湖南省 岳阳市 平江县 南江镇,点击查看,成功,,国家级,,,,,,,,,,,,,,,,,,,,
昆明市大观公园,4A,昆明市,https://www.maigoo.com/citiao/115065.html,昆明市大观公园位于昆明市以西约2公里的滇池湖畔，始建于公元1368年，是一处草木茂密、亭台雅致的优美公园。大观公园依水而建，园内有湖堤、荷塘和精致的亭台楼阁等，搭配的十分雅致。园内著名景点大观楼完整保存着清代以来不少历史文化名人撰写的楹联、匾额、题记、碑刻，包括咸丰的题词，宋湘、阮元、马如龙、王灿等撰写的楹联，唐继尧的匾额等丰富的历史文化遗迹，构成大观楼优秀传统文化。,,,,09:00~17:00,全年,2小时,4A,云南省 昆明市 西山区 大观路284号,,成功,,,,,,,,,,,,,,,,,,,,,,
安徽博物院,4A,合肥市,https://www.maigoo.com/citiao/58353.html,安徽省博物馆成立于1956年11月14日，是一家集自然、历史、社教为一体的省级综合类博物馆，2010年12月28日更名为安徽博物院。安徽博物院现为一院两馆运行模式：庐阳馆（老馆）位于合肥安庆路，常设展览有安徽革命史陈列、安徽古生物陈列等；蜀山馆（新馆）位于合肥怀宁路，常设展览有安徽文明史陈列、徽州古建筑等专题。安徽博物院特色藏品包括商周青铜器、汉代画像石、古代陶瓷器、宋元金银器、文房四宝、明清书画、徽州雕刻等。,,,,"09:00~17:00,周一闭馆",,1-2小时,4A,,,成功,,,,,,,,第七批全国重点文物保护单位,点击查看,国家一级（文物）,安徽省 合肥市 庐阳区 怀宁路268号(新馆)/安庆路268号(老馆),,,,,,,,,,,
北京欢乐谷,4A,朝阳区,https://www.maigoo.com/citiao/103902.html,北京欢乐谷是新北京十六景、北京文化创意产业基地，由华侨城集团创办，是集国际化、现代化为一体的主题公园，位于朝阳区东四环四方桥东南角。北京欢乐谷由,299元,,300~400元,9:00~22:00,春季，秋季,1天,4A,北京市 朝阳区 东四环小武基北路,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
济南野生动物世界,4A,济南市,https://www.maigoo.com/citiao/109699.html,济南野生动物世界位于济南植物园南侧，占地2200亩，是以野生动物观赏、展示和体验为核心产品，集休闲、娱乐、科普、商业、度假等功能于一体的野生动物主题公园。景区景点布置采取“口袋式”设计，可确保以无遗漏的特点被游客观赏，南部为乘车游览区，北部为步行游览区，步行游览区以“主题式”展示分区，由鸟鸣花谷、吉象领地等8个区域组成。,160元,,100~200元,8:30~18:00,全年,1天,4A,山东省 济南市 章丘区 埠村街道,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
肇庆市龙母祖庙景区,4A,肇庆市,https://www.maigoo.com/citiao/3862.html,肇庆龙母庙，始建于秦汉时期，距今有2000多年历史，位于广东省肇庆市德庆县悦城镇三江汇流处。寺庙前临西江、背靠五龙山，左右青黄旗山两相拱卫，形式“五龙护珠”之势。庙内有多处景观，如：牌坊广场、山门、香亭、大殿、妆楼、龙母墓、碑亭等等。龙母庙是供奉龙母娘娘的庙宇，它是中国岭南古建筑的代表，与广州陈家祠、佛山祖庙并称为岭南古建筑的“三瑰宝”。,,,,06:30~17:30,全年,1~2小时,4A,广东省 肇庆市 德庆县 悦城镇,,成功,,,,,,,,,,,,,,,,,,,,,,
长兴太湖图影生态湿地文化园,4A,湖州市,https://www.maigoo.com/citiao/110961.html,太湖图影湿地景区，位于浙江省湖州市长兴县图影大道与横山路交汇处，东临浩瀚的太湖，西、南、北环绕有秀丽的弁山，距长兴12公里。景区是一个典型的湖泊形湿地，总面积为5000亩，水域面积为3000亩，区内由鸭兰漾、陈湾漾、周渡漾、大荡漾四个漾荡组成。景区的深秋美景独具特色，茂密的芦苇和萧瑟的秋景浑然一体，芦苇荡随风摇曳，湖面波光粼粼，吸引了众多国内外游客前往。,100元（含游船）,,100~200元,08:30~16:30,夏秋两季,2~4小时,4A,浙江省 湖州市 长兴县 图影大道与横山路交汇处,,成功,,,,,,,,,,,,,,,,,,,,,,
桐庐天子地生态风景旅游区,4A,杭州市,https://www.maigoo.com/citiao/110972.html,桐庐天子地生态风景旅游区，位于浙江省杭州市桐庐县百江镇罗山村，距桐庐县城45公里，享有“深山老林中的绿色明珠”之美称。景区面积为4平方公里，区内草木葱茏，风景秀丽，由天子村、高山揽胜、地下溶洞和天子生态沟四大游览区组成，主要有一谷幽深、十里古道、百瀑争流、千年古树、万亩林海、亿年溶洞等各具特色和神话传奇的自然景观。,100元/人,,,08:00~18:30,夏季,4小时,4A,浙江省 杭州市 桐庐县 百江镇罗山村,,成功,,,,,,,,,,,,,,,,,,,,,,
济南千佛山风景名胜区,4A,济南市,https://www.maigoo.com/citiao/3646.html,千佛山因佛教盛行，随山势雕刻了数千佛像，故称千佛山，与趵突泉、大明湖并称济南三大名胜。千佛山海拔285米，占地166.1公顷，处于群山环抱之中，以峰峦、峭壁、古枫、怪石等自然景观为特色，佛、洞、水享有盛名，是集宗教祭祀、摩崖石刻艺术与自然风光于一体的旅游景区。区内主要有兴国禅寺、历山院、唐槐亭、齐烟九点、云径禅关、燕子山、平顶山、佛慧山、金鸡岭、黄石崖石窟造像、佛慧山造像、开元寺遗址、辛亥革命烈士陵园等景点。,30元,索道20元，滑道上行20元下行50元,100~200元,06:30~18:30,秋季,3~4小时,4A,山东省 济南市 历下区 经十一路18号,点击查看,成功,,,2017年,,,,,,,,,,,,,,,,,,,
呼和浩特神泉生态旅游景区,4A,呼和浩特,https://www.maigoo.com/citiao/113516.html,神泉生态旅游景区，位于内蒙古自治区呼和浩特市托克托县双河镇郝家窑村，是集湖泊、湿地、黄河、沙漠、古典园林为一体的旅游景区。景区有一股常年流淌、清澈甘甜的泉水，神泉由此而得名，区内波澜壮阔，规模宏大，景色优美，既展现了北方粗犷辽阔的地理地貌，又融合了江南水乡的淡雅朴素，曲折幽深，自由布局的特点。,,,,08:30~18:00,秋季,1~2天,4A,内蒙古 呼和浩特 托克托县 双河镇郝家窑村,,成功,,,,,,,,,,,,,,,,,,,,,,
合肥市野生动物园,4A,合肥市,https://www.maigoo.com/citiao/115277.html,合肥野生动物园位于安徽省合肥市西郊的大蜀山西南麓，距市中心15km，东以环山路为界，西与蜀山森林公园接壤，占地1530亩，海拔50m～90m。园内山势蜿蜒起伏，曲径通幽；草木茂盛，绿树参天；空气清新，水质洁净。现有动物100多种、2000余头（只）。园区内林木森森，溪流潺潺，身临其境，给人一种充满山林韵味、原野情趣之感；市区到该园交通十分便捷，市内有多路公交到达。,,,,08:30~17:30,全年,1~2小时,4A,安徽省 合肥市 蜀山区 望江西路600号,,成功,,,,,,,,,,,,,,,,,,,,,,
昆明官渡古镇,4A,昆明市,https://www.maigoo.com/citiao/115067.html,官渡古镇，位于昆明市南部，离市中心约10公里，是著名的历史文化名镇，古滇文化的发祥地之一。官渡的魅力在于一个古字，古镇的古塔、古寺、古街、古巷、古桥、古井古树、古民居星罗棋布，在不到一平方公里的面积内汇聚着唐、宋、元、明、清时期的五山、六寺、七阁、八庙。昆明官渡古镇古镇的八景，官渡渔灯、螺峰叠翠、云台月照、杏圃牧羊、凌云烟绕、滇南草坪、金刚夜语、笔写苍，构成了历史上最具韵味的风景。,免费,,,全天,全年,2~3小时,4A,云南省 昆明市 官渡区 云秀路2466号,,成功,,,,,,,,,,,,,,,,,,,,,,
张家港香山景区,4A,苏州市,https://www.maigoo.com/citiao/113052.html,张家港香山景区素有江南名山之誉，景区占地4.37平方公里，最高处海拔136.6米，自然风光秀丽，山峦起伏，植被茂密，四季景色各异。景区内人文古迹众多，有西施采香留下的采香径、苏东坡亲笔题额的梅花堂、徐霞客赞叹的桃花涧等古景，还有香山寺、香山陵等古迹，以及香山湖、万株梅岭等新景，构成一幅湖光山色的画卷。此外，景区内还有聆风宝塔等标志性建筑，登塔远眺，江南美景尽收眼底。,60元,,100元以下,08:00~17:00,春秋两季,3~4小时,4A,江苏省 苏州市 张家港市 金港镇江海南路,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
厦门市北辰山旅游景区,4A,厦门市,https://www.maigoo.com/citiao/111534.html,北辰山（俗称北山岩），位于中国福建省厦门市同安区东北隅，距同安城区12公里，距离厦门本岛大约1个小时车程，总面积12.2平方公里。景区内八仙、神农氏、七仙女的传说以及同安历代名人轶事，无不折射出北辰山璀璨的历史光芒。景区是省级风景名胜区，十二道著名风景之一，也是集生态观光、民俗采风、宗教朝圣、烧烤品茗于一体的旅游景区。,25元,,100元以下,09:00~17:00,全年,3~4小时,4A,福建省 厦门市 同安区 五显镇北山岩,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
北京海洋馆,4A,西城区等,https://www.maigoo.com/citiao/103899.html,北京海洋馆，坐落在北京动物园内长河北岸，占地12万平方米，建筑面积4.2万平方米，绿化面积达8万多平方米，集观赏、科普教育、休闲娱乐和商务会展为一体的内陆水族馆，是大型的、现代化的、先进的海洋生物科普馆。海洋馆通过丰富的鱼类展示、珍贵濒危物种的保护宣传，精彩的海洋动物表演和各种科普活动，向游客介绍水生生物的知识，讲述海的故事，倡导环保意识。,160元,,100~200元,旺季09:00~17:30，淡季10:00~17:00,四季,4小时,4A,北京市 海淀区 高粱桥斜街乙,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
苏州市太仓现代农业园,4A,苏州市,https://www.maigoo.com/citiao/113048.html,太仓现代农业园，位于江苏省苏州市太仓市沙溪镇岳王区新港公路陆璜路口南，是一个蕴含“绿色、生态、科技、人文”理念、饱涵现代农业特色的休闲度假胜地。景区总面积3.5万亩，核心区占地面积8000亩，区内主要有现代农业展示馆、花卉园艺展示馆、鹭园生态湿地馆、恩钿月季公园、亲子园、百竹园、四季花海、樱花园、梅花园等景点。,,,,08:30~17:30,全年,3小时,4A,江苏省 苏州市 太仓市 沙溪镇岳王区新港公路陆璜路口南,,成功,,,,,,,,,,,,,,,,,,,,,,
佛山平洲玉器街景区,4A,佛山市,https://www.maigoo.com/citiao/3919.html,平洲玉器街，位于广东省佛山市南海区桂城街道永安路，以加工翡翠A货光身玉器而远近闻名。平洲玉器在行内相当出名，是国家4A级景区、中国珠宝首饰特色产业基地、中国四大玉器市场之一和三大缅甸翡翠加工生产批发基地之一。玉器产品主要有玉镯、玉扣、鸡心和吊胆，其加工技术精湛，尤以玉扣品种居多，样样俱全，让“平洲扣”闻名遐迩，每年都有不少港、澳、台游客常常慕名而来。,,,,全天,全年,1~2小时,4A,广东省 佛山市 南海区 永安路49号,,成功,,,,,,,,,,,,,,,,,,,,,,
